Building type	Coordinates (latitude)	Coordinates (longitude)	Number of floors/units
A	40.92619	-73.794194	
A	40.926068	-73.794189	
A	40.92589	-73.794076	
A	40.925711	-73.794028	
A	40.925529	-73.793996	
A	40.925326	-73.793889	
A	40.92516	-73.793905	
A	40.924994	-73.79383	
A	40.924868	-73.793653	
A	40.924771	-73.793765	
A	40.923855	-73.793272	
A	40.923527	-73.793245	
A	40.923563	-73.792966	
A	40.923758	-73.793041	
A	40.9239	-73.793073	
A	40.924037	-73.793138	
A	40.924325	-73.793207	
A	40.924451	-73.793256	
A	40.924601	-73.793325	
A	40.924816	-73.793363	
A	40.924941	-73.793368	
A	40.925059	-73.793452	
A	40.925148	-73.793459	
A	40.925265	-73.793486	
A	40.925383	-73.793508	
A	40.925543	-73.79355	
A	40.925692	-73.793607	
A	40.925827	-73.793653	
A	40.925942	-73.793679	
A	40.926096	-73.79374	
A	40.926271	-73.793789	
A	40.926394	-73.793823	
A	40.926546	-73.793842	
A	40.926785	-73.792801	
A	40.926785	-73.79299	
A	40.926725	-73.793448	
A	40.926542	-73.793342	
A	40.926312	-73.793342	
A	40.926226	-73.793296	
A	40.926089	-73.793311	
A	40.925934	-73.793243	
A	40.925745	-73.793175	
A	40.925642	-73.793122	
A	40.925516	-73.793091	
A	40.925355	-73.793	
A	40.925005	-73.792955	
A	40.924891	-73.792887	
A	40.92465	-73.792894	
A	40.924524	-73.792811	
A	40.924372	-73.792795	
C	40.924246	-73.792772	2
A	40.924132	-73.792685	
A	40.924003	-73.79264	
A	40.923836	-73.792511	
A	40.923659	-73.792545	
A	40.92371	-73.792393	
A	40.923687	-73.792207	
A	40.923725	-73.791972	
A	40.924017	-73.79209	
A	40.924126	-73.792169	
A	40.924272	-73.792132	
A	40.924435	-73.792211	
A	40.924521	-73.792302	
A	40.924696	-73.792272	
A	40.924788	-73.792295	
A	40.924903	-73.792545	
A	40.924957	-73.792336	
A	40.925077	-73.792382	
A	40.925221	-73.792446	
A	40.925335	-73.792416	
A	40.925484	-73.792465	
A	40.925633	-73.792526	
A	40.92574	-73.792606	
A	40.92588	-73.792587	
A	40.925992	-73.792655	
A	40.926138	-73.792685	
A	40.926267	-73.792735	
A	40.926373	-73.792742	
A	40.927063	-73.791849	
A	40.926921	-73.792133	
A	40.926958	-73.792385	
A	40.926816	-73.79239	
A	40.92665	-73.792326	
A	40.926492	-73.792278	
A	40.926374	-73.792246	
A	40.92622	-73.792181	
A	40.926107	-73.792154	
A	40.925981	-73.792095	
A	40.925855	-73.79209	
A	40.925709	-73.792047	
A	40.925563	-73.791977	
A	40.925426	-73.791942	
A	40.925298	-73.791956	
A	40.925168	-73.791888	
A	40.925025	-73.791879	
A	40.924896	-73.791789	
A	40.924677	-73.791166	
A	40.924838	-73.791193	
A	40.924988	-73.791307	
A	40.925368	-73.79138	
A	40.925517	-73.79143	
A	40.925686	-73.79146	
A	40.925809	-73.791468	
A	40.925958	-73.791509	
A	40.926056	-73.79157	
A	40.926211	-73.791581	
A	40.926362	-73.791615	
A	40.926463	-73.791661	
A	40.926617	-73.791703	
A	40.926772	-73.791748	
A	40.92691	-73.791775	
A	40.927093	-73.79128	
A	40.926841	-73.791253	
A	40.926691	-73.791226	
A	40.926518	-73.791223	
A	40.926429	-73.791111	
A	40.926299	-73.79106	
A	40.926181	-73.791086	
A	40.926024	-73.791028	
A	40.925882	-73.790987	
A	40.925766	-73.790952	
A	40.925619	-73.790926	
A	40.925434	-73.79091	
A	40.925308	-73.79077	
A	40.925205	-73.790783	
A	40.925087	-73.790757	
A	40.924961	-73.790693	
A	40.92485	-73.7907	
A	40.924711	-73.790636	
A	40.924631	-73.790591	
A	40.924467	-73.790569	
A	40.92427	-73.790582	
A	40.924178	-73.790512	
A	40.92398	-73.790445	
A	40.925048	-73.790454	
A	40.925371	-73.790355	
A	40.925482	-73.790106	
A	40.925287	-73.789896	
A	40.925123	-73.789494	
A	40.925087	-73.789622	
A	40.924949	-73.789778	
A	40.92492	-73.789921	
A	40.924891	-73.790148	
A	40.92485	-73.790279	
C	40.923932	-73.790234	2
B	40.925774	-73.790305	5 floors (large complex)
B	40.926277	-73.790455	5 floors (large complex)
B	40.927112	-73.790638	5 floors (large complex)
B	40.927265	-73.790029	4 floors 
B	40.924615	-73.789171	4 floors
B	40.924724	-73.788442	6 floors
B	40.921292	-73.803097	4 floors
B	40.921442	-73.802443	4 floors
A	40.92064	-73.803194	
A	40.920465	-73.803177	
A	40.920307	-73.803236	
A	40.920044	-73.803295	
A	40.919874	-73.803236	
A	40.919837	-73.803489	
A	40.919683	-73.803285	
A	40.920956	-73.802346	
A	40.920777	-73.802539	
A	40.920587	-73.80263	
A	40.920469	-73.802673	
A	40.92023	-73.802791	
A	40.920032	-73.802797	
A	40.919825	-73.802695	
A	40.919837	-73.802566	
A	40.920822	-73.802029	
A	40.920992	-73.80197	
A	40.92113	-73.801992	
A	40.921325	-73.802019	
A	40.921616	-73.80196	
A	40.920681	-73.801453	
A	40.920908	-73.801377	
A	40.921149	-73.801517	
A	40.921375	-73.801438	
A	40.92157	-73.801521	
A	40.921739	-73.80148	
A	40.921791	-73.801161	
A	40.921825	-73.800956	
A	40.921834	-73.800797	
A	40.921891	-73.800562	
A	40.921948	-73.800285	
A	40.921831	-73.800232	
A	40.921693	-73.800243	
A	40.921495	-73.800178	
A	40.921427	-73.800713	
A	40.921389	-73.800979	
A	40.920939	-73.801058	
A	40.921071	-73.800854	
A	40.921149	-73.800675	
A	40.921154	-73.800425	
A	40.921283	-73.800087	
A	40.921143	-73.800019	
A	40.921	-73.799985	
A	40.920802	-73.799829	
A	40.920604	-73.800148	
A	40.920564	-73.800524	
A	40.922154	-73.798805	
A	40.922128	-73.799018	
A	40.922117	-73.799181	
A	40.922082	-73.799351	
A	40.921781	-73.799663	
A	40.921644	-73.799666	
A	40.921388	-73.799605	
A	40.921258	-73.79947	
A	40.921156	-73.7994	
A	40.920996	-73.799208	
A	40.920871	-73.798985	
A	40.920673	-73.798457	
A	40.920805	-73.798502	
A	40.920992	-73.798557	
A	40.921151	-73.798615	
A	40.921285	-73.798656	
A	40.921524	-73.798735	
A	40.921636	-73.79873	
A	40.921737	-73.798782	
A	40.921844	-73.798739	
A	40.921962	-73.798769	
A	40.921812	-73.799116	
A	40.922476	-73.797335	
A	40.922286	-73.797539	
A	40.922298	-73.7977	
A	40.922274	-73.797855	
A	40.922233	-73.798113	
A	40.922241	-73.798322	
A	40.922213	-73.798462	
A	40.922051	-73.798344	
A	40.921917	-73.798344	
A	40.921791	-73.798365	
A	40.921694	-73.798274	
A	40.921585	-73.798274	
A	40.921293	-73.798188	
A	40.921127	-73.798156	
A	40.920823	-73.798118	
A	40.920867	-73.79792	
A	40.920904	-73.797775	
A	40.920924	-73.79748	
A	40.920997	-73.797292	
A	40.920952	-73.797078	
A	40.921106	-73.797088	
A	40.921228	-73.797121	
A	40.921362	-73.79719	
A	40.921548	-73.797265	
A	40.921775	-73.797324	
A	40.921949	-73.797228	
A	40.922132	-73.797281	
A	40.922282	-73.797281	
A	40.922918	-73.794551	
A	40.922874	-73.794723	
A	40.922805	-73.79491	
A	40.92276	-73.795082	
A	40.922776	-73.795275	
A	40.922732	-73.79549	
A	40.922651	-73.795731	
A	40.922638	-73.795946	
A	40.922586	-73.79616	
A	40.922424	-73.796616	
B	40.922218	-73.796193	5 floors
A	40.922016	-73.796536	
A	40.921744	-73.796584	
A	40.921602	-73.796563	
A	40.921452	-73.796595	
A	40.92131	-73.79652	
A	40.921014	-73.796509	
A	40.921075	-73.796171	
A	40.921136	-73.795817	
A	40.921533	-73.795967	
A	40.921691	-73.796075	
A	40.921817	-73.796043	
A	40.922097	-73.795828	
A	40.92191	-73.795549	
A	40.921752	-73.795538	
A	40.921651	-73.795511	
A	40.921476	-73.795412	
A	40.921233	-73.795405	
A	40.921258	-73.7952	
A	40.921273	-73.795025	
A	40.921281	-73.794832	
A	40.921321	-73.794707	
A	40.921379	-73.794528	
A	40.921362	-73.794305	
A	40.921439	-73.794123	
A	40.921769	-73.794468	
A	40.922092	-73.79465	
A	40.922279	-73.794707	
A	40.922511	-73.794797	
A	40.923334	-73.791967	
A	40.923293	-73.792174	
A	40.923231	-73.792391	
A	40.92315	-73.792567	
A	40.92316	-73.792783	
A	40.923163	-73.793014	
A	40.923085	-73.793162	
A	40.923092	-73.793289	
A	40.923092	-73.793424	
A	40.923044	-73.793699	
A	40.923006	-73.794132	
A	40.922728	-73.79407	
A	40.922574	-73.79404	
A	40.92243	-73.79407	
A	40.922319	-73.79396	
A	40.922405	-73.793649	
A	40.922416	-73.793505	
A	40.922468	-73.793327	
A	40.922476	-73.793137	
A	40.922516	-73.792986	
A	40.922548	-73.792849	
A	40.922594	-73.792625	
A	40.922634	-73.792424	
A	40.922665	-73.792307	
A	40.922657	-73.792166	
A	40.922642	-73.792045	
A	40.922634	-73.791806	
A	40.922766	-73.791813	
A	40.922857	-73.791821	
A	40.922947	-73.791907	
A	40.923093	-73.79192	
A	40.922323	-73.791733	
A	40.922277	-73.792166	
A	40.922282	-73.792313	
A	40.922212	-73.792565	
A	40.922193	-73.792693	
A	40.922183	-73.792823	
A	40.92214	-73.792983	
A	40.922142	-73.793126	
A	40.922063	-73.793407	
A	40.921992	-73.793834	
A	40.921793	-73.793783	
A	40.921682	-73.793762	
A	40.921556	-73.793722	
A	40.92142	-73.793639	
A	40.921499	-73.793472	
A	40.921534	-73.793285	
A	40.921572	-73.793148	
A	40.921619	-73.793016	
A	40.921611	-73.79285	
A	40.921678	-73.792703	
A	40.921743	-73.792611	
A	40.921739	-73.792418	
A	40.921785	-73.792298	
A	40.921757	-73.792142	
A	40.92172	-73.791935	
A	40.921714	-73.791745	
A	40.921631	-73.79145	
A	40.921884	-73.791536	
A	40.922016	-73.791702	
A	40.922209	-73.791611	
A	40.92356	-73.790615	
A	40.923511	-73.790801	
A	40.923431	-73.791024	
A	40.92342	-73.791385	
A	40.923262	-73.791586	
A	40.923153	-73.791521	
A	40.923016	-73.79148	
A	40.922715	-73.791457	
A	40.922712	-73.791248	
A	40.922735	-73.791112	
A	40.922723	-73.790968	
A	40.922763	-73.790835	
A	40.922746	-73.790687	
A	40.922703	-73.79041	
A	40.922841	-73.790425	
A	40.922964	-73.790509	
A	40.923064	-73.790501	
A	40.92319	-73.790543	
A	40.923317	-73.790558	
A	40.922348	-73.790277	
A	40.922377	-73.790385	
A	40.922392	-73.79057	
A	40.922398	-73.790718	
A	40.922413	-73.790866	
A	40.922401	-73.79098	
A	40.922398	-73.791117	
A	40.922404	-73.791318	
A	40.922301	-73.791257	
A	40.922189	-73.791215	
A	40.922072	-73.791147	
A	40.921954	-73.791064	
A	40.921814	-73.791048	
A	40.921696	-73.790961	
A	40.921547	-73.790969	
A	40.921461	-73.790881	
A	40.921309	-73.790813	
A	40.921183	-73.790669	
A	40.92108	-73.790627	
A	40.920962	-73.790438	
A	40.920891	-73.790301	
A	40.920859	-73.790176	
A	40.920891	-73.790074	
A	40.920882	-73.789891	
A	40.920919	-73.789797	
A	40.92124	-73.789941	
A	40.921341	-73.789983	
A	40.921447	-73.790043	
A	40.921539	-73.790066	
A	40.92163	-73.790089	
A	40.921731	-73.790081	
A	40.921888	-73.790161	
A	40.92202	-73.790176	
A	40.922146	-73.790248	
A	40.918528	-73.802136	
A	40.918435	-73.802404	
A	40.918378	-73.802651	
A	40.91835	-73.802801	
A	40.91837	-73.802946	
A	40.918305	-73.803032	
A	40.91835	-73.803155	
A	40.918198	-73.802239	
A	40.918161	-73.802588	
A	40.918093	-73.802781	
A	40.917963	-73.803033	
A	40.917655	-73.802953	
A	40.917776	-73.802513	
A	40.91791	-73.80203	
A	40.920618	-73.796995	
A	40.920538	-73.797269	
A	40.920477	-73.797584	
A	40.920432	-73.797814	
A	40.920392	-73.798072	
A	40.92038	-73.798345	
A	40.920104	-73.798667	
A	40.919946	-73.798635	
A	40.919832	-73.798378	
A	40.919893	-73.798034	
A	40.919934	-73.797804	
A	40.919982	-73.797455	
A	40.920088	-73.797187	
A	40.920153	-73.79687	
A	40.919682	-73.796709	
A	40.91963	-73.796994	
A	40.919585	-73.797369	
A	40.919508	-73.7976	
A	40.919451	-73.798007	
A	40.919395	-73.798415	
A	40.919585	-73.79893	
A	40.919853	-73.799129	
A	40.920144	-73.799279	
A	40.919917	-73.799493	
A	40.919638	-73.799558	
A	40.919164	-73.799858	
A	40.919216	-73.799595	
A	40.919257	-73.799311	
A	40.919293	-73.798989	
A	40.918949	-73.798313	
A	40.91903	-73.797648	
A	40.919091	-73.797391	
A	40.919147	-73.797197	
A	40.919155	-73.796881	
A	40.919188	-73.796634	
A	40.918831	-73.798946	
A	40.918819	-73.799257	
A	40.918705	-73.799853	
A	40.918616	-73.80018	
A	40.918271	-73.80026	
A	40.91832	-73.799735	
A	40.918369	-73.799509	
A	40.918409	-73.799343	
A	40.918434	-73.799091	
A	40.918474	-73.798887	
A	40.918579	-73.798731	
A	40.921004	-73.794053	
A	40.920966	-73.79422	
A	40.920725	-73.794349	
A	40.92081	-73.794698	
A	40.920802	-73.794853	
A	40.920725	-73.795159	
A	40.920794	-73.795438	
A	40.92079	-73.795604	
A	40.920778	-73.795787	
A	40.920754	-73.795996	
A	40.920742	-73.796152	
A	40.920697	-73.796393	
A	40.920328	-73.796345	
A	40.920089	-73.796211	
A	40.919943	-73.796194	
A	40.920008	-73.795873	
A	40.920089	-73.79547	
A	40.920369	-73.7954	
A	40.920101	-73.795105	
A	40.920241	-73.79497	
A	40.920293	-73.794848	
A	40.920404	-73.794731	
A	40.920436	-73.794628	
A	40.920473	-73.794514	
A	40.920479	-73.794397	
A	40.92051	-73.794268	
A	40.920634	-73.794165	
A	40.92051	-73.793923	
A	40.920593	-73.793976	
A	40.920788	-73.794033	
A	40.920227	-73.79389	
A	40.920142	-73.794254	
A	40.920045	-73.794249	
A	40.919887	-73.794233	
A	40.919765	-73.794174	
A	40.919644	-73.794147	
A	40.919356	-73.794163	
C	40.919266	-73.794384	2
A	40.919424	-73.794684	
A	40.919542	-73.794642	
A	40.919651	-73.794631	
A	40.919785	-73.794665	
A	40.919719	-73.795036	
A	40.919645	-73.795351	
A	40.919089	-73.795973	
A	40.91896	-73.79592	
A	40.919083	-73.795469	
A	40.919115	-73.795306	
A	40.919166	-73.795131	
A	40.919163	-73.794957	
A	40.919215	-73.794752	
A	40.919264	-73.794615	
A	40.919346	-73.795045	
B	40.919451	-73.795951	2 (large complex)
A	40.921032	-73.79127	
A	40.921125	-73.791393	
A	40.921206	-73.791581	
A	40.921271	-73.791865	
A	40.921283	-73.792123	
A	40.921255	-73.792439	
A	40.921239	-73.7926	
A	40.921231	-73.792772	
A	40.92117	-73.792949	
A	40.921206	-73.793158	
A	40.921133	-73.793314	
A	40.921138	-73.793673	
A	40.920992	-73.793566	
A	40.920858	-73.793555	
D	40.920451	-73.793345	2 units
D	40.920494	-73.792962	2 units
D	40.92054	-73.792758	2 units
A	40.920612	-73.792405	
A	40.920632	-73.792245	
A	40.920684	-73.792086	
A	40.920715	-73.791881	
A	40.920747	-73.791726	
A	40.920741	-73.791536	
A	40.920784	-73.791358	
A	40.920861	-73.791013	
D	40.920289	-73.792672	2 units
D	40.920154	-73.792646	2 units
D	40.919979	-73.792593	2 units
D	40.919922	-73.79287	2 units
D	40.919873	-73.793173	2 units
A	40.920226	-73.792274	
A	40.920214	-73.792134	
A	40.920257	-73.791986	
A	40.920257	-73.791796	
A	40.920345	-73.791646	
C	40.920374	-73.79145	2
A	40.920396	-73.791283	
A	40.920398	-73.791111	
A	40.920432	-73.790936	
A	40.920521	-73.790798	
A	40.920552	-73.790604	
A	40.920412	-73.79031	
A	40.920463	-73.790135	
A	40.920206	-73.790319	
A	40.920446	-73.790174	
A	40.920458	-73.789917	
A	40.920498	-73.789707	
A	40.920523	-73.789557	
A	40.920567	-73.789455	
A	40.920348	-73.789404	
A	40.920233	-73.789388	
C	40.919965	-73.789251	3
C	40.91994	-73.789489	2
D	40.919953	-73.789652	2 units
B	40.919938	-73.789778	3 floors
A	40.919898	-73.789979	
A	40.919875	-73.7901	
A	40.919887	-73.790218	
B	40.919845	-73.790341	3 floors
A	40.919816	-73.790492	
A	40.919773	-73.790634	
A	40.919759	-73.790741	
A	40.91969	-73.791013	
A	40.919665	-73.791284	
A	40.919599	-73.791447	
A	40.919647	-73.791597	
A	40.919761	-73.791619	
A	40.91969	-73.791791	
A	40.919649	-73.791911	
A	40.919649	-73.79204	
A	40.919655	-73.792177	
A	40.919629	-73.792287	
A	40.919595	-73.792515	
A	40.919556	-73.792678	
A	40.919546	-73.792837	
A	40.919517	-73.792968	
A	40.919483	-73.793204	
A	40.919676	-73.793137	
A	40.918074	-73.798578	
A	40.918057	-73.798745	
A	40.917986	-73.799178	
A	40.917938	-73.799399	
A	40.917904	-73.799637	
A	40.917867	-73.799911	
A	40.917822	-73.800134	
A	40.917805	-73.800326	
A	40.917682	-73.800514	
A	40.917323	-73.800444	
A	40.917332	-73.800217	
A	40.917395	-73.80001	
A	40.917441	-73.799834	
A	40.917477	-73.799624	
A	40.91753	-73.799375	
A	40.917547	-73.799082	
A	40.917631	-73.798881	
A	40.917631	-73.798645	
A	40.917692	-73.798444	
A	40.917619	-73.801101	
A	40.917581	-73.801302	
A	40.917518	-73.801595	
A	40.917467	-73.801828	
A	40.917426	-73.802054	
A	40.917337	-73.802303	
A	40.917328	-73.802715	
A	40.917137	-73.80296	
A	40.916952	-73.802718	
A	40.916979	-73.8022	
A	40.917064	-73.801997	
A	40.917023	-73.80182	
A	40.917076	-73.801573	
A	40.917112	-73.801369	
A	40.917169	-73.801144	
A	40.917238	-73.800956	
A	40.916525	-73.802726	
A	40.916492	-73.802329	
A	40.916577	-73.802088	
A	40.916598	-73.801814	
A	40.916654	-73.801626	
A	40.916667	-73.80146	
A	40.916208	-73.801739	
A	40.916148	-73.801986	
A	40.916075	-73.802281	
A	40.915848	-73.802463	
A	40.915629	-73.802522	
A	40.915459	-73.802394	
A	40.915138	-73.802265	
A	40.915106	-73.802458	
A	40.915961	-73.800564	
A	40.915921	-73.800816	
A	40.915872	-73.801165	
A	40.915807	-73.801498	
A	40.915742	-73.801809	
A	40.915673	-73.801975	
A	40.915369	-73.80183	
A	40.915215	-73.801728	
A	40.915317	-73.801444	
A	40.915422	-73.801074	
A	40.915459	-73.800886	
A	40.915499	-73.80065	
A	40.915532	-73.800425	
A	40.917242	-73.798287	
A	40.917245	-73.798484	
A	40.917182	-73.798719	
A	40.917148	-73.798928	
A	40.917099	-73.79914	
A	40.917076	-73.79933	
A	40.916982	-73.799626	
A	40.916959	-73.799799	
A	40.916928	-73.800041	
A	40.91685	-73.800239	
A	40.916532	-73.800163	
A	40.916524	-73.800015	
A	40.916544	-73.799723	
A	40.916621	-73.799472	
A	40.916655	-73.799245	
A	40.91671	-73.79907	
A	40.916773	-73.798748	
A	40.916779	-73.798543	
A	40.916822	-73.798297	
A	40.916893	-73.798122	
A	40.916406	-73.798005	
A	40.916434	-73.798202	
A	40.916406	-73.79846	
A	40.916302	-73.798703	
A	40.91628	-73.798965	
A	40.916222	-73.799097	
A	40.916194	-73.799336	
A	40.916159	-73.799537	
A	40.916093	-73.799693	
A	40.916036	-73.799974	
A	40.915729	-73.799875	
A	40.915709	-73.799598	
A	40.915775	-73.799348	
A	40.915804	-73.799169	
A	40.915832	-73.798957	
A	40.915895	-73.798695	
A	40.915921	-73.798472	
A	40.915924	-73.798252	
A	40.915999	-73.798062	
A	40.91601	-73.797872	
A	40.934633	-73.76811	
A	40.93449	-73.768362	
A	40.934238	-73.76875	
A	40.934061	-73.769075	
A	40.933979	-73.769445	
A	40.933782	-73.769878	
A	40.933604	-73.770419	
A	40.933391	-73.771032	
A	40.933339	-73.771423	
A	40.933319	-73.771734	
A	40.933294	-73.77204	
A	40.932018	-73.774446	
A	40.931766	-73.774816	
A	40.931641	-73.775111	
A	40.931503	-73.775417	
A	40.931373	-73.775712	
A	40.931235	-73.776034	
A	40.931065	-73.776324	
A	40.930834	-73.776511	
A	40.930161	-73.776731	
A	40.930238	-73.776554	
A	40.930421	-73.776195	
A	40.930534	-73.77597	
A	40.930611	-73.775803	
A	40.930696	-73.775701	
A	40.930729	-73.775546	
A	40.930846	-73.775422	
A	40.930911	-73.775245	
A	40.930988	-73.775031	
A	40.930614	-73.774896	
A	40.930549	-73.775052	
A	40.930464	-73.775256	
A	40.930428	-73.775417	
A	40.930363	-73.775513	
A	40.930051	-73.775449	
A	40.929937	-73.775283	
A	40.929812	-73.775202	
A	40.929706	-73.775052	
A	40.929548	-73.77495	
A	40.929411	-73.774843	
A	40.929739	-73.774306	
A	40.930027	-73.774617	
B	40.931732	-73.768989	6 floors (large complex)
B	40.932348	-73.768721	6 floors (large complex)
B	40.932073	-73.767991	6 floors (large complex)
A	40.929174	-73.774563	
A	40.929133	-73.77474	
A	40.929032	-73.774622	
A	40.928963	-73.774531	
A	40.928724	-73.774359	
A	40.928667	-73.774273	
A	40.928521	-73.774155	
A	40.928392	-73.774042	
A	40.928225	-73.773914	
A	40.928221	-73.773667	
A	40.930017	-73.775972	
A	40.929972	-73.776428	
A	40.929802	-73.776331	
A	40.929713	-73.776272	
A	40.929604	-73.776192	
A	40.929486	-73.77609	
A	40.929316	-73.77587	
A	40.92917	-73.775747	
A	40.929056	-73.775656	
A	40.929073	-73.775457	
A	40.928874	-73.775489	
A	40.928724	-73.775393	
A	40.928525	-73.775248	
A	40.928408	-73.774787	
A	40.928258	-73.774491	
A	40.928221	-73.774379	
A	40.928752	-73.774851	
A	40.92889	-73.774958	
A	40.929115	-73.775259	
A	40.929249	-73.775342	
A	40.929416	-73.775356	
A	40.929556	-73.775505	
A	40.929672	-73.775636	
A	40.929774	-73.775766	
A	40.92989	-73.775857	
A	40.930023	-73.775911	
A	40.930621	-73.777388	
A	40.930682	-73.777801	
A	40.93088	-73.77815	
A	40.930406	-73.777828	
A	40.930167	-73.777629	
A	40.92992	-73.777527	
A	40.929802	-73.777399	
A	40.929713	-73.777307	
A	40.929575	-73.777179	
A	40.929466	-73.777082	
A	40.929332	-73.776964	
A	40.929125	-73.77676	
A	40.929008	-73.776664	
A	40.928878	-73.776551	
A	40.928732	-73.776492	
A	40.928663	-73.776385	
A	40.928493	-73.776154	
A	40.928465	-73.775859	
A	40.928493	-73.775709	
A	40.928829	-73.776015	
A	40.928963	-73.776111	
A	40.929097	-73.776165	
A	40.92932	-73.776412	
A	40.929425	-73.776508	
A	40.929527	-73.776594	
A	40.929628	-73.77668	
A	40.929725	-73.776766	
A	40.929794	-73.776835	
A	40.929879	-73.776905	
A	40.929976	-73.776975	
A	40.930045	-73.777066	
A	40.930122	-73.777136	
A	40.93087	-73.779221	
A	40.930645	-73.779339	
A	40.930414	-73.779248	
A	40.9301	-73.779294	
A	40.930189	-73.778924	
A	40.930339	-73.778617	
A	40.930604	-73.778725	
A	40.930788	-73.778897	
A	40.930734	-73.78006	
A	40.930761	-73.78052	
A	40.9307	-73.780791	
A	40.930564	-73.781125	
A	40.930332	-73.780827	
A	40.930148	-73.780665	
A	40.930434	-73.780187	
A	40.930489	-73.782141	
A	40.930635	-73.782565	
A	40.930793	-73.782951	
A	40.93091	-73.783643	
A	40.930618	-73.783643	
A	40.930173	-73.783562	
A	40.929857	-73.783503	
A	40.929881	-73.783015	
A	40.930039	-73.782742	
A	40.930205	-73.782393	
A	40.92994	-73.781339	
A	40.929786	-73.781671	
A	40.929781	-73.781977	
A	40.92969	-73.782207	
A	40.929559	-73.782379	
A	40.929323	-73.782245	
A	40.929396	-73.781901	
A	40.929521	-73.781748	
A	40.930037	-73.780019	
A	40.929858	-73.780325	
A	40.929733	-73.780491	
A	40.92955	-73.780695	
A	40.929473	-73.780925	
A	40.929362	-73.78102	
A	40.929265	-73.781161	
A	40.929198	-73.781365	
A	40.929061	-73.781633	
A	40.929	-73.781771	
A	40.928889	-73.781974	
A	40.928638	-73.781782	
A	40.928724	-73.781566	
A	40.928802	-73.781462	
A	40.928925	-73.781268	
A	40.929058	-73.781033	
A	40.929075	-73.780776	
A	40.929221	-73.780654	
A	40.929293	-73.780361	
A	40.929473	-73.780203	
A	40.928686	-73.782414	
A	40.928539	-73.782691	
A	40.928385	-73.782868	
A	40.928138	-73.782718	
A	40.928247	-73.782439	
A	40.928357	-73.782165	
A	40.928495	-73.782219	
A	40.928473	-73.776822	
A	40.928568	-73.776921	
A	40.928646	-73.777056	
A	40.928786	-73.777117	
A	40.928898	-73.777242	
A	40.929018	-73.777337	
A	40.929136	-73.777447	
A	40.929279	-73.777538	
A	40.929362	-73.777663	
A	40.929468	-73.777705	
A	40.929609	-73.777868	
A	40.929706	-73.777948	
A	40.929901	-73.778221	
A	40.929743	-73.778543	
A	40.929617	-73.778794	
A	40.929432	-73.779141	
A	40.929428	-73.779662	
A	40.929148	-73.779833	
A	40.929031	-73.780069	
A	40.928946	-73.780252	
A	40.928832	-73.780525	
A	40.928747	-73.780681	
A	40.928638	-73.780745	
A	40.928609	-73.780879	
A	40.928536	-73.780981	
A	40.928516	-73.78111	
A	40.928411	-73.781325	
A	40.928293	-73.781604	
A	40.92822	-73.781453	
A	40.928038	-73.781346	
A	40.927949	-73.781292	
A	40.927815	-73.781174	
A	40.927665	-73.781024	
A	40.9276	-73.780987	
A	40.927507	-73.780938	
A	40.927426	-73.780858	
A	40.927365	-73.780697	
A	40.927235	-73.780649	
A	40.927142	-73.780536	
A	40.927061	-73.780466	
A	40.926895	-73.780338	
A	40.927089	-73.780053	
A	40.927247	-73.779506	
A	40.927296	-73.779324	
A	40.927409	-73.779436	
A	40.927401	-73.779844	
A	40.927519	-73.77957	
A	40.927652	-73.779688	
A	40.927628	-73.78008	
A	40.927782	-73.779822	
A	40.927855	-73.779919	
A	40.927936	-73.779946	
A	40.928017	-73.780048	
A	40.928076	-73.780117	
A	40.927837	-73.780321	
A	40.927715	-73.780589	
A	40.928137	-73.780611	
A	40.928244	-73.780278	
A	40.928358	-73.780326	
A	40.928135	-73.780589	
A	40.928459	-73.780493	
A	40.928629	-73.780305	
A	40.928536	-73.78008	
A	40.928443	-73.779838	
A	40.928285	-73.779747	
A	40.92805	-73.779516	
A	40.927896	-73.779468	
A	40.92777	-73.779259	
A	40.927421	-73.778948	
A	40.927531	-73.778631	
A	40.927636	-73.778497	
A	40.927855	-73.778878	
A	40.927948	-73.778899	
A	40.928074	-73.779023	
A	40.92824	-73.779168	
A	40.928422	-73.779334	
A	40.928516	-73.779377	
A	40.928666	-73.779527	
A	40.928925	-73.779291	
A	40.928816	-73.779114	
A	40.928726	-73.77905	
A	40.92856	-73.778926	
A	40.928524	-73.778739	
A	40.928382	-73.778765	
A	40.928305	-73.778706	
A	40.92824	-73.778658	
A	40.928139	-73.77854	
A	40.92805	-73.778433	
A	40.927914	-73.778102	
A	40.928009	-73.777962	
A	40.928109	-73.77781	
A	40.928201	-73.777666	
A	40.928301	-73.777814	
A	40.928404	-73.777939	
A	40.928559	-73.777981	
A	40.928645	-73.778099	
A	40.928717	-73.778273	
A	40.928668	-73.778527	
A	40.92886	-73.778565	
A	40.929003	-73.778474	
A	40.929095	-73.778542	
A	40.929204	-73.778645	
A	40.929362	-73.77866	
A	40.929508	-73.778391	
A	40.929385	-73.77825	
A	40.92913	-73.778027	
A	40.929038	-73.777932	
A	40.928955	-73.777886	
A	40.928866	-73.77781	
A	40.928777	-73.777772	
A	40.928688	-73.777613	
A	40.928548	-73.777511	
A	40.928399	-73.777367	
A	40.928425	-73.776763	
A	40.928551	-73.776964	
A	40.928671	-73.777052	
A	40.928789	-73.777196	
A	40.928915	-73.777215	
A	40.929044	-73.777359	
